keep_id,duplicate_id,score,status,keep_title,keep_category,duplicate_title,duplicate_category
2414,12168,1.0,pending,قلیه ماهی؟,food,قلیه ماهی؟,food
2418,12169,1.0,pending,بیمارستان کودکان؟,medical,بیمارستان کودکان؟,medical
2420,12170,1.0,pending,داروخانه شبانه روزی؟,medical,داروخانه شبانه روزی؟,medical
2422,12171,1.0,pending,هتل هرمز؟,tourism,هتل هرمز؟,tourism
2424,12172,1.0,pending,هتل ترنج کیش؟,tourism,هتل ترنج کیش؟,tourism
2438,12174,1.0,pending,جریمه سرعت,traffic,جریمه سرعت,traffic
2439,12175,1.0,pending,جریمه چراغ قرمز,traffic,جریمه چراغ قرمز,traffic
2440,12176,1.0,pending,جریمه کمربند,traffic,جریمه کمربند,traffic
2442,12178,1.0,pending,قوانین راهنمایی,traffic,قوانین راهنمایی,traffic
2444,12180,1.0,pending,ترافیک چهارراه غزی الان,traffic,ترافیک چهارراه غزی الان,traffic
2445,12181,1.0,pending,دوربین های بلوار هرمز فعال,traffic,دوربین های بلوار هرمز فعال,traffic
2446,12182,1.0,pending,مسیر نخل ناخدا به چهارراه پگاه,traffic,مسیر نخل ناخدا به چهارراه پگاه,traffic
2447,12183,1.0,pending,خطرناک ترین جای بلوار هرمز,traffic,خطرناک ترین جای بلوار هرمز,traffic
2448,12184,1.0,pending,پارکینگ نزدیک بیمارستان کودکان,medical,پارکینگ نزدیک بیمارستان کودکان,medical
2449,12185,1.0,pending,مسیر فرودگاه بدون ترافیک,traffic,مسیر فرودگاه بدون ترافیک,traffic
2450,12186,1.0,pending,تصادف امروز بلوار هرمز,traffic,تصادف امروز بلوار هرمز,traffic
2468,12195,1.0,pending,راهنمای وکالت,traffic,راهنمای وکالت,traffic
2470,12197,1.0,pending,رستوران سنتی بندر,food,رستوران سنتی بندر,food
2477,12204,1.0,pending,کبابی البرز,general,کبابی البرز,general
2479,12206,1.0,pending,راهنمای رستوران,food,راهنمای رستوران,food
2480,12207,1.0,pending,هتل هما,tourism,هتل هما,tourism
2481,12208,1.0,pending,هتل سینا,tourism,هتل سینا,tourism
2482,12209,1.0,pending,هتل امین,tourism,هتل امین,tourism
2483,12210,1.0,pending,هتل داریوش کیش,tourism,هتل داریوش کیش,tourism
2484,12211,1.0,pending,هتل آرمان قشم,tourism,هتل آرمان قشم,tourism
2485,12212,1.0,pending,بومگردی هرمز,food,بومگردی هرمز,food
2486,12213,1.0,pending,بومگردی لافت,tourism,بومگردی لافت,tourism
2487,12214,1.0,pending,راهنمای هتل,tourism,راهنمای هتل,tourism
2494,12221,1.0,pending,موسیقی محلی هرمزگان,culture,موسیقی محلی هرمزگان,culture
2497,12224,1.0,pending,بازار کار و مشاغل پرتقاضا,tourism,بازار کار و مشاغل پرتقاضا,tourism
2509,12236,1.0,pending,پزشکان گوارش,medical,پزشکان گوارش,medical
2517,12244,1.0,pending,الگوریتم های ai,traffic,الگوریتم های ai,traffic
2518,12245,1.0,pending,expert systems,traffic,expert systems,traffic
2519,12246,1.0,pending,bfs algorithm,traffic,bfs algorithm,traffic
2520,12247,1.0,pending,dfs algorithm,traffic,dfs algorithm,traffic
2521,12248,1.0,pending,symbolic ai,traffic,symbolic ai,traffic
2522,12249,1.0,pending,deep learning,traffic,deep learning,traffic
2523,12250,1.0,pending,random forest,traffic,random forest,traffic
2529,12252,1.0,pending,یادگیری عمیق,general,یادگیری عمیق,general
2531,12253,1.0,pending,راهنمای الگوریتم,traffic,راهنمای الگوریتم,traffic
2532,12254,1.0,pending,قطار بندرعباس,traffic,قطار بندرعباس,traffic
2534,12256,1.0,pending,قایق بندرعباس هرمز,tourism,قایق بندرعباس هرمز,tourism
2543,12265,1.0,pending,دود اگزوز,general,دود اگزوز,general
2544,12266,1.0,pending,لرزش فرمان,traffic,لرزش فرمان,traffic
2546,12268,1.0,pending,کولر,general,کولر,general
2548,12270,1.0,pending,لاستیک,traffic,لاستیک,traffic
2567,12289,1.0,pending,لیست تعویض سالانه,general,لیست تعویض سالانه,general
2568,12290,1.0,pending,زمان تعویض قطعات,general,زمان تعویض قطعات,general
2569,12291,1.0,pending,هزینه تعویض,general,هزینه تعویض,general
2573,12295,1.0,pending,جواب نمیده,general,جواب نمیده,general
2575,12297,1.0,pending,علاقه نشون بده,general,علاقه نشون بده,general
2576,12298,1.0,pending,نه شنیدن,general,نه شنیدن,general
2578,12300,1.0,pending,آشتی,general,آشتی,general
2579,12301,1.0,pending,ازدواج,general,ازدواج,general
2582,12304,1.0,pending,دنده و کلاچ,general,دنده و کلاچ,general
2584,12306,1.0,pending,توقف,traffic,توقف,traffic
2585,12307,1.0,pending,دوربرگردان,traffic,دوربرگردان,traffic
2588,12310,1.0,pending,نیم کلاچ,traffic,نیم کلاچ,traffic
2589,12311,1.0,pending,سبقت,traffic,سبقت,traffic
2590,12312,1.0,pending,راهنمای آموزش,traffic,راهنمای آموزش,traffic
2591,12313,1.0,pending,تشخیص مقصر,traffic,تشخیص مقصر,traffic
2592,12314,1.0,pending,سرعت از ترمز,traffic,سرعت از ترمز,traffic
2595,12317,1.0,pending,نقص فنی,traffic,نقص فنی,traffic
2598,12320,1.0,pending,راهنمای کارشناسی,traffic,راهنمای کارشناسی,traffic
2610,12331,1.0,pending,فلسفه زندگی,general,فلسفه زندگی,general
2611,12332,1.0,pending,عشق چیست,general,عشق چیست,general
2612,12333,1.0,pending,خوشبختی,general,خوشبختی,general
2613,12334,1.0,pending,موفقیت,general,موفقیت,general
2616,12337,1.0,pending,بخشش,general,بخشش,general
2617,12338,1.0,pending,تغییر,general,تغییر,general
2618,12339,1.0,pending,زمان,general,زمان,general
2619,12340,1.0,pending,پول,general,پول,general
2620,12341,1.0,pending,دوستی,general,دوستی,general
2621,12342,1.0,pending,باور,general,باور,general
2622,12343,1.0,pending,عادت,food,عادت,food
2625,12346,1.0,pending,هدف,general,هدف,general
2626,12347,1.0,pending,آزادی,general,آزادی,general
2627,12348,1.0,pending,خلاقیت,general,خلاقیت,general
2631,12352,1.0,pending,خوبی,general,خوبی,general
2632,12353,1.0,pending,چه خبر,traffic,چه خبر,traffic
2633,12354,1.0,pending,چیکار میکنی,general,چیکار میکنی,general
2636,12357,1.0,pending,چند سالته,general,چند سالته,general
2638,12359,1.0,pending,امروز چندمه,traffic,امروز چندمه,traffic
2639,12360,1.0,pending,هوا چطوره,general,هوا چطوره,general
2643,12364,1.0,pending,شرجی,general,شرجی,general
2644,12365,1.0,pending,گرسنه ام,food,گرسنه ام,food
2647,12368,1.0,pending,خوابم میاد,general,خوابم میاد,general
2648,12369,1.0,pending,حوصله ندارم,general,حوصله ندارم,general
2649,12370,1.0,pending,ناراحتم,general,ناراحتم,general
2650,12371,1.0,pending,عصبانی ام,general,عصبانی ام,general
2651,12372,1.0,pending,میترسم,traffic,میترسم,traffic
2652,12373,1.0,pending,خوشحالم,general,خوشحالم,general
2654,12375,1.0,pending,دلتنگی,general,دلتنگی,general
2655,12376,1.0,pending,پشیمونم,general,پشیمونم,general
2659,12380,1.0,pending,خداحافظ,general,خداحافظ,general
2662,12383,1.0,pending,روانشناسی اضطراب,medical,روانشناسی اضطراب,medical
2663,12384,1.0,pending,روانشناسی وسواس,medical,روانشناسی وسواس,medical
2664,12385,1.0,pending,روانشناسی عزت نفس,general,روانشناسی عزت نفس,general
2666,12387,1.0,pending,روانشناسی سوگ,general,روانشناسی سوگ,general
2667,12388,1.0,pending,روانشناسی استرس,medical,روانشناسی استرس,medical
2668,12389,1.0,pending,روانشناسی اعتیاد,medical,روانشناسی اعتیاد,medical
2675,12396,1.0,pending,کمک امدادی,medical,کمک امدادی,medical
2676,12397,1.0,pending,گرمازدگی راننده,traffic,گرمازدگی راننده,traffic
2679,12400,1.0,pending,گردشگر ساحل,tourism,گردشگر ساحل,tourism
2680,12401,1.0,pending,گردشگر قشم,tourism,گردشگر قشم,tourism
2681,12402,1.0,pending,گردشگر هرمز,tourism,گردشگر هرمز,tourism
2682,12403,1.0,pending,گردشگر کیش,tourism,گردشگر کیش,tourism
2683,12404,1.0,pending,گردشگر غذا,food,گردشگر غذا,food
2684,12405,1.0,pending,گردشگر خرید,tourism,گردشگر خرید,tourism
2685,12406,1.0,pending,گردشگر هتل,tourism,گردشگر هتل,tourism
2688,12409,1.0,pending,راهنمای گردشگر,tourism,راهنمای گردشگر,tourism
2689,12410,1.0,pending,خدمات hdp,tourism,خدمات hdp,tourism
2702,12423,1.0,pending,راهنمای کافه,tourism,راهنمای کافه,tourism
2708,12429,1.0,pending,مسیریابی هوشمند,traffic,مسیریابی هوشمند,traffic
2709,12430,1.0,pending,دور زدن ترافیک,traffic,دور زدن ترافیک,traffic
2710,12431,1.0,pending,هشدار دوربین,traffic,هشدار دوربین,traffic
2711,12432,1.0,pending,هشدار مامور,traffic,هشدار مامور,traffic
2712,12433,1.0,pending,مسیر امن کامل,traffic,مسیر امن کامل,traffic
2713,12434,1.0,pending,بهترین زمان حرکت,traffic,بهترین زمان حرکت,traffic
2714,12435,1.0,pending,مسیر کامل امام به ساحل,traffic,مسیر کامل امام به ساحل,traffic
2715,12436,1.0,pending,مسیر کامل شرق به غرب,traffic,مسیر کامل شرق به غرب,traffic
2716,12437,1.0,pending,راهنمای مسیریابی کامل,traffic,راهنمای مسیریابی کامل,traffic
2717,12438,1.0,pending,مسیر جایگزین غزی,traffic,مسیر جایگزین غزی,traffic
2718,12439,1.0,pending,مسیر جایگزین سپاه,traffic,مسیر جایگزین سپاه,traffic
2719,12440,1.0,pending,مسیر جایگزین ایسین,traffic,مسیر جایگزین ایسین,traffic
2720,12441,1.0,pending,مسیر جایگزین خواجو,traffic,مسیر جایگزین خواجو,traffic
2721,12442,1.0,pending,مسیر جایگزین هدیش,traffic,مسیر جایگزین هدیش,traffic
2722,12443,1.0,pending,مسیر جایگزین ساحل,traffic,مسیر جایگزین ساحل,traffic
2723,12444,1.0,pending,مسیر جایگزین امام خمینی,traffic,مسیر جایگزین امام خمینی,traffic
2724,12445,1.0,pending,مسیر جایگزین گلشهر,traffic,مسیر جایگزین گلشهر,traffic
2725,12446,1.0,pending,مسیر شب امن,traffic,مسیر شب امن,traffic
2726,12447,1.0,pending,مسیر بارانی,traffic,مسیر بارانی,traffic
2728,12449,1.0,pending,مسیریابی بندری,traffic,مسیریابی بندری,traffic
2729,12450,1.0,pending,مسیر ساحل بندری,traffic,مسیر ساحل بندری,traffic
2730,12451,1.0,pending,مسیر بازار بندری,traffic,مسیر بازار بندری,traffic
2731,12452,1.0,pending,مسیر فرودگاه بندری,traffic,مسیر فرودگاه بندری,traffic
2732,12453,1.0,pending,مسیر بیمارستان بندری,medical,مسیر بیمارستان بندری,medical
2733,12454,1.0,pending,مسیر قشم بندری,traffic,مسیر قشم بندری,traffic
2734,12455,1.0,pending,مسیر گنو بندری,traffic,مسیر گنو بندری,traffic
2735,12456,1.0,pending,هشدار رانندگی بندری,traffic,هشدار رانندگی بندری,traffic
2740,12461,1.0,pending,غذا بندری,food,غذا بندری,food
2743,12464,1.0,pending,رانندگی بندری,traffic,رانندگی بندری,traffic
2744,12465,1.0,pending,خانواده بندری,medical,خانواده بندری,medical
2745,12466,1.0,pending,مهمانی بندری,food,مهمانی بندری,food
2749,12470,1.0,pending,واژه نامه بندری,food,واژه نامه بندری,food
2751,12472,1.0,pending,احساس تنهایی,general,احساس تنهایی,general
2752,12473,1.0,pending,دلم گرفته,general,دلم گرفته,general
2753,12474,1.0,pending,عصبانی هستم,general,عصبانی هستم,general
2754,12475,1.0,pending,بی خوابی,medical,بی خوابی,medical
2756,12477,1.0,pending,شکست عشقی,general,شکست عشقی,general
2757,12478,1.0,pending,مشکل مالی,general,مشکل مالی,general
2758,12479,1.0,pending,تصمیم گیری,general,تصمیم گیری,general
2759,12480,1.0,pending,فرزند پروری,general,فرزند پروری,general
2763,12484,1.0,pending,مشاوره ازدواج,culture,مشاوره ازدواج,culture
2767,12488,1.0,pending,افسردگی,medical,افسردگی,medical
2768,12489,1.0,pending,اضطراب,medical,اضطراب,medical
2771,12492,1.0,pending,اعتیاد,medical,اعتیاد,medical
2774,12495,1.0,pending,راهنمای مشاوره,medical,راهنمای مشاوره,medical
2775,12496,1.0,pending,پارک غدیر,tourism,پارک غدیر,tourism
2777,12498,1.0,pending,پارک ولایت,tourism,پارک ولایت,tourism
2782,12503,1.0,pending,پارک اوتیسم,tourism,پارک اوتیسم,tourism
2785,12506,1.0,pending,پارک جنگلی خلیج فارس,traffic,پارک جنگلی خلیج فارس,traffic
2787,12508,1.0,pending,پارک زیتون قشم,tourism,پارک زیتون قشم,tourism
2788,12509,1.0,pending,پارک سوزا,tourism,پارک سوزا,tourism
2789,12510,1.0,pending,پارک مرجان کیش,tourism,پارک مرجان کیش,tourism
2790,12511,1.0,pending,پارک شهر کیش,tourism,پارک شهر کیش,tourism
2791,12512,1.0,pending,پارک دلفین کیش,tourism,پارک دلفین کیش,tourism
2792,12513,1.0,pending,پارک آهوان کیش,tourism,پارک آهوان کیش,tourism
2794,12515,1.0,pending,پنجه علی,traffic,پنجه علی,traffic
2814,12535,1.0,pending,بیمارستان رازی,medical,بیمارستان رازی,medical
2815,12536,1.0,pending,درمانگاه سینا,medical,درمانگاه سینا,medical
2816,12537,1.0,pending,درمانگاه پیامبر اعظم,medical,درمانگاه پیامبر اعظم,medical
2817,12538,1.0,pending,درمانگاه شهرک توحید,medical,درمانگاه شهرک توحید,medical
2818,12539,1.0,pending,درمانگاه گلشهر,medical,درمانگاه گلشهر,medical
2819,12540,1.0,pending,دندانپزشکی شبانه روزی,medical,دندانپزشکی شبانه روزی,medical
2822,12543,1.0,pending,متخصص قلب,medical,متخصص قلب,medical
2824,12545,1.0,pending,متخصص اطفال,medical,متخصص اطفال,medical
2825,12546,1.0,pending,متخصص داخلی,medical,متخصص داخلی,medical
2826,12547,1.0,pending,متخصص مغز و اعصاب,medical,متخصص مغز و اعصاب,medical
2829,12550,1.0,pending,متخصص پوست,medical,متخصص پوست,medical
2831,12552,1.0,pending,راهنمای درمانی,medical,راهنمای درمانی,medical
2833,12554,1.0,pending,میناب,food,میناب,food
2843,12564,1.0,pending,سیریک,tourism,سیریک,tourism
2845,12566,1.0,pending,ابوموسی,tourism,ابوموسی,tourism
2857,12578,1.0,pending,بازار بزرگ هرمزگان,tourism,بازار بزرگ هرمزگان,tourism
2863,12584,1.0,pending,قوانین راهنمایی و رانندگی,traffic,قوانین راهنمایی و رانندگی,traffic
2864,12585,1.0,pending,کارشناسی تصادفات تکمیلی,traffic,کارشناسی تصادفات تکمیلی,traffic
2865,12586,1.0,pending,اطلس معابر و حوادث,traffic,اطلس معابر و حوادث,traffic
2866,12587,1.0,pending,اطلس هتل و اقامتگاه,tourism,اطلس هتل و اقامتگاه,tourism
2867,12588,1.0,pending,اطلس سواحل هرمزگان,tourism,اطلس سواحل هرمزگان,tourism
2890,12611,1.0,pending,پیش بینی هوا,tourism,پیش بینی هوا,tourism
2891,12612,1.0,pending,آب و هوای فصلی,tourism,آب و هوای فصلی,tourism
2892,12613,1.0,pending,هشدار آب و هوا,traffic,هشدار آب و هوا,traffic
2893,12614,1.0,pending,ترافیک هفتگی کامل,traffic,ترافیک هفتگی کامل,traffic
2894,12615,1.0,pending,دوربین های نظارتی کامل,traffic,دوربین های نظارتی کامل,traffic
2895,12616,1.0,pending,دوربین هدیش,traffic,دوربین هدیش,traffic
2896,12617,1.0,pending,دوربین تنگ زاغ,traffic,دوربین تنگ زاغ,traffic
2897,12618,1.0,pending,دوربین ایسین,traffic,دوربین ایسین,traffic
2899,12620,1.0,pending,راهنمای دوربین ها,traffic,راهنمای دوربین ها,traffic
2902,12623,1.0,pending,محله امیرآباد,traffic,محله امیرآباد,traffic
2903,12624,1.0,pending,محله داروپخش,traffic,محله داروپخش,traffic
2904,12625,1.0,pending,محله تولو,traffic,محله تولو,traffic
2905,12626,1.0,pending,شهرک توحید,traffic,شهرک توحید,traffic
2906,12627,1.0,pending,شهرک نور,traffic,شهرک نور,traffic
2907,12628,1.0,pending,شهرک امام رضا,traffic,شهرک امام رضا,traffic
2909,12630,1.0,pending,گلشهر جنوبی,traffic,گلشهر جنوبی,traffic
2910,12631,1.0,pending,کوی فرودگاه,traffic,کوی فرودگاه,traffic
2911,12632,1.0,pending,نخل پیرمرد,traffic,نخل پیرمرد,traffic
2912,12633,1.0,pending,محله کنسولگری,traffic,محله کنسولگری,traffic
2914,12635,1.0,pending,الهیه جنوبی,traffic,الهیه جنوبی,traffic
2915,12636,1.0,pending,نایبند شمالی,traffic,نایبند شمالی,traffic
2916,12637,1.0,pending,نایبند جنوبی,traffic,نایبند جنوبی,traffic
2918,12639,1.0,pending,بازار قدیم,traffic,بازار قدیم,traffic
2919,12640,1.0,pending,محله شاهد,traffic,محله شاهد,traffic
2921,12642,1.0,pending,پل خواجو,traffic,پل خواجو,traffic
2922,12643,1.0,pending,امامزاده سید کامل,traffic,امامزاده سید کامل,traffic
2923,12644,1.0,pending,شریعتی جنوبی,traffic,شریعتی جنوبی,traffic
2925,12646,1.0,pending,پیامبر اعظم,traffic,پیامبر اعظم,traffic
2926,12647,1.0,pending,دوهزار,traffic,دوهزار,traffic
2927,12648,1.0,pending,چهارصد,traffic,چهارصد,traffic
2928,12649,1.0,pending,اسلام آباد,traffic,اسلام آباد,traffic
2930,12651,1.0,pending,پارک گلها,traffic,پارک گلها,traffic
2931,12652,1.0,pending,بهشت زهرا,traffic,بهشت زهرا,traffic
2932,12653,1.0,pending,کوی ملت,traffic,کوی ملت,traffic
2933,12654,1.0,pending,بلوار جهانباز,traffic,بلوار جهانباز,traffic
2934,12655,1.0,pending,شهرک سجادیه,traffic,شهرک سجادیه,traffic
2939,12660,1.0,pending,ایسین,traffic,ایسین,traffic
2941,12662,1.0,pending,باقرآباد,traffic,باقرآباد,traffic
2943,12664,1.0,pending,سیاهچاله,general,سیاهچاله,general
2945,12666,1.0,pending,مریخ,general,مریخ,general
2946,12667,1.0,pending,نقاشی,general,نقاشی,general
2947,12668,1.0,pending,عکاسی,traffic,عکاسی,traffic
2948,12669,1.0,pending,فیلمنامه نویسی,general,فیلمنامه نویسی,general
2950,12671,1.0,pending,نخل,general,نخل,general
2951,12672,1.0,pending,گلخانه,general,گلخانه,general
2954,12675,1.0,pending,صیادی,general,صیادی,general
2958,12679,1.0,pending,دستگاه شور,general,دستگاه شور,general
2960,12681,1.0,pending,نت نویسی,general,نت نویسی,general
2961,12682,1.0,pending,مولانا,general,مولانا,general
2964,12685,1.0,pending,فوتبال,general,فوتبال,general
2965,12686,1.0,pending,شنا,general,شنا,general
2966,12687,1.0,pending,بدنسازی,general,بدنسازی,general
2967,12688,1.0,pending,هوش مصنوعی مولد,general,هوش مصنوعی مولد,general
2968,12689,1.0,pending,متاورس,general,متاورس,general
2969,12690,1.0,pending,کامپیوتر کوانتومی,general,کامپیوتر کوانتومی,general
2970,12691,1.0,pending,dna,general,dna,general
2972,12693,1.0,pending,آشپزی,general,آشپزی,general
2973,12694,1.0,pending,خیاطی,general,خیاطی,general
2974,12695,1.0,pending,تعمیرات خانه,general,تعمیرات خانه,general
2975,12696,1.0,pending,فهرست دانشنامه,tourism,فهرست دانشنامه,tourism
2976,12697,1.0,pending,مموری لیک,general,مموری لیک,general
2977,12698,1.0,pending,ددلاین همزمان,general,ددلاین همزمان,general
2978,12699,1.0,pending,مهاجرت یا ماندن,general,مهاجرت یا ماندن,general
2979,12700,1.0,pending,سرور هک شده,general,سرور هک شده,general
2980,12701,1.0,pending,اخلاق حرفه ای,general,اخلاق حرفه ای,general
2981,12702,1.0,pending,استارتاپ ورشکست,general,استارتاپ ورشکست,general
2983,12704,1.0,pending,سوختگی شغلی,general,سوختگی شغلی,general
2984,12705,1.0,pending,هواپیما تهران,general,هواپیما تهران,general
2985,12706,1.0,pending,کجا بریم آخر هفته,tourism,کجا بریم آخر هفته,tourism
2987,12708,1.0,pending,آب دریا تمیزه,tourism,آب دریا تمیزه,tourism
2988,12709,1.0,pending,پایتون یاد بگیرم,general,پایتون یاد بگیرم,general
2990,12711,1.0,pending,بنزین چند,general,بنزین چند,general
2991,12712,1.0,pending,باطری تموم,general,باطری تموم,general
2992,12713,1.0,pending,عزیز جان چطوری,general,عزیز جان چطوری,general
2994,12715,1.0,pending,ده,general,ده,general
2995,12716,1.0,pending,بکش به,general,بکش به,general
2996,12717,1.0,pending,چند زدن,general,چند زدن,general
2999,12720,1.0,pending,گد,general,گد,general
3001,12722,1.0,pending,چشمداشت,general,چشمداشت,general
3006,12727,1.0,pending,دلم تنگه,general,دلم تنگه,general
3007,12728,1.0,pending,عصبانیم,general,عصبانیم,general
3009,12730,1.0,pending,شوکه شدم,medical,شوکه شدم,medical
3010,12731,1.0,pending,حسودیم,general,حسودیم,general
3011,12732,1.0,pending,آرومم,general,آرومم,general
3012,12733,1.0,pending,متنفرم,general,متنفرم,general
3013,12734,1.0,pending,امید,general,امید,general
3014,12735,1.0,pending,نوزاد,general,نوزاد,general
3029,12750,1.0,pending,واکسن نوزاد,general,واکسن نوزاد,general
3030,12751,1.0,pending,تغذیه کمکی نوزاد,food,تغذیه کمکی نوزاد,food
3033,12754,1.0,pending,بهداشت نوزاد,general,بهداشت نوزاد,general
3034,12755,1.0,pending,بیماری نوزاد,medical,بیماری نوزاد,medical
3035,12756,1.0,pending,انسولین,general,انسولین,general
3040,12761,1.0,pending,ایمونولوژی,general,ایمونولوژی,general
3046,12767,1.0,pending,پردازش زبان طبیعی,general,پردازش زبان طبیعی,general
3047,12768,1.0,pending,بینایی ماشین,general,بینایی ماشین,general
3050,12771,1.0,pending,برنامه نویسی وب,general,برنامه نویسی وب,general
3051,12772,1.0,pending,سیستم عامل,general,سیستم عامل,general
3052,12773,1.0,pending,الکترونیک قدرت,general,الکترونیک قدرت,general
3053,12774,1.0,pending,مخابرات,general,مخابرات,general
3054,12775,1.0,pending,سیستم های کنترل,general,سیستم های کنترل,general
3055,12776,1.0,pending,پردازش سیگنال,general,پردازش سیگنال,general
3056,12777,1.0,pending,شبکه های عصبی مصنوعی,general,شبکه های عصبی مصنوعی,general
3057,12778,1.0,pending,ترمودینامیک,general,ترمودینامیک,general
3058,12779,1.0,pending,انتقال حرارت,general,انتقال حرارت,general
3059,12780,1.0,pending,مکانیک سیالات,general,مکانیک سیالات,general
3060,12781,1.0,pending,طراحی راکتور,general,طراحی راکتور,general
3062,12783,1.0,pending,تحلیل سازه,general,تحلیل سازه,general
3063,12784,1.0,pending,بتن,general,بتن,general
3064,12785,1.0,pending,خاک و پی,general,خاک و پی,general
3065,12786,1.0,pending,زلزله,general,زلزله,general
3066,12787,1.0,pending,معماری پایدار,general,معماری پایدار,general
3069,12790,1.0,pending,مدیریت مالی,general,مدیریت مالی,general
3072,12793,1.0,pending,کارآفرینی,general,کارآفرینی,general
3074,12795,1.0,pending,نسبیت,general,نسبیت,general
3075,12796,1.0,pending,ژنتیک,general,ژنتیک,general
3077,12798,1.0,pending,ریاضیات پیشرفته,general,ریاضیات پیشرفته,general
3079,12800,1.0,pending,جامعه شناسی,general,جامعه شناسی,general
3080,12801,1.0,pending,روانشناسی,general,روانشناسی,general
3081,12802,1.0,pending,فلسفه,general,فلسفه,general
3083,12804,1.0,pending,کارشناسی تصادف,traffic,کارشناسی تصادف,traffic
3089,12810,1.0,pending,شیب عرضی,general,شیب عرضی,general
3090,12811,1.0,pending,روسازی,general,روسازی,general
3093,12814,1.0,pending,فیلتر اکتیو,general,فیلتر اکتیو,general
3094,12815,1.0,pending,رله دیفرانسیل,general,رله دیفرانسیل,general
3095,12816,1.0,pending,اینورتر,general,اینورتر,general
3099,12820,1.0,pending,الگوریتم مسیریابی,general,الگوریتم مسیریابی,general
3100,12821,1.0,pending,پایگاه داده,general,پایگاه داده,general
3102,12823,1.0,pending,بلاکچین,general,بلاکچین,general
3103,12824,1.0,pending,کروماتوگرافی,general,کروماتوگرافی,general
3106,12827,1.0,pending,خوردگی,general,خوردگی,general
3109,12830,1.0,pending,فشار خون,general,فشار خون,general
3110,12831,1.0,pending,دیابت,general,دیابت,general
3116,12837,1.0,pending,نرخ بهره,general,نرخ بهره,general
3117,12838,1.0,pending,تورم,general,تورم,general
3118,12839,1.0,pending,بورس,general,بورس,general
3119,12840,1.0,pending,ارز دیجیتال,general,ارز دیجیتال,general
3121,12842,1.0,pending,مقاله isi,general,مقاله isi,general
3123,12844,1.0,pending,مذاکره,general,مذاکره,general
3125,12846,1.0,pending,خودمراقبتی,general,خودمراقبتی,general
3129,12850,1.0,pending,صبح بخیر,general,صبح بخیر,general
3131,12852,1.0,pending,ثبت نام,general,ثبت نام,general
3132,12853,1.0,pending,ثبت نام راننده,general,ثبت نام راننده,general
3133,12854,1.0,pending,ثبت نام مسافر,general,ثبت نام مسافر,general
3135,12856,1.0,pending,درخواست سفر,general,درخواست سفر,general
3136,12857,1.0,pending,کرایه,general,کرایه,general
3137,12858,1.0,pending,پرداخت,general,پرداخت,general
3138,12859,1.0,pending,تخفیف,general,تخفیف,general
3142,12863,1.0,pending,تصادف,traffic,تصادف,traffic
3143,12864,1.0,pending,هرمز,tourism,هرمز,tourism
3144,12865,1.0,pending,هنگام,general,هنگام,general
